-1.1368 -3.11491 -16.3192 2.35162 
1.19478 -0.67845 -3.29088 9.63356 
-0.0763129 -1.29397 0.347475 -0.743349 
0.951929 -1.85789 -0.722064 1.61144 
0.465596 -2.0878 -4.90172 -0.370938 
-0.749988 -1.19882 -0.306152 1.54582 
-0.646865 -0.394722 0.866811 0.248014 
-9.83978 1.23824 0.60658 -9.33224 
2.90423 1.44392 -1.53951 -0.937544 
1.52071 0.110159 0.507235 -0.626413 
1.82865 0.0105816 0.456917 0.616143 
0.231327 -0.850931 -12.4857 3.49528 
-1.28413 0.132999 -2.72763 1.97674 
2.91933 5.25183 0.0274826 -1.06125 
-0.443792 1.81298 66.3713 0.290634 
0.823633 2.08154 0.465412 -0.931073 
0.653483 -1.37995 14.3789 -5.58435 
-0.680465 -6.15728 -1.47146 -0.920639 
5.24218 2.28508 -0.33773 3.39763 
2.34464 -0.702524 0.011004 -0.271362 
-5.20488 0.686751 35.8473 -2.80646 
3.60794 -0.163303 3.60481 1.38571 
0.428697 14.6042 -1.14135 0.750076 
-0.807859 -196.344 -2.61472 0.492224 
25.0241 3.405 -3.88088 -0.542722 
42.5505 1.08522 -0.556957 10.105 
1.76945 -0.851363 -0.429597 4.18353 
7.31283 -0.539598 -1.95535 0.0331023 
1.3443 -0.4031 1.91708 0.165452 
1.48957 0.728417 1.04797 -0.118207 
0.431166 -2.34908 -12.9643 0.213976 
-0.0867375 -0.461601 -0.143858 -0.0628981 
-0.682618 0.30012 1.12098 0.585103 
-4.24671 -0.165985 -0.323112 -14.0786 
-1.03556 -8.66181 -0.821009 -1.74563 
0.318098 -0.821702 -0.565784 -50.0082 
-1.38697 -2.04878 0.623586 2.15325 
0.242164 0.615246 0.0801087 1.4338 
0.381154 1.86596 0.117099 -0.449252 
0.0242208 -1.16853 -0.296622 1.26595 
-0.00931108 0.173457 2.91927 4.95502 
1.03991 1.16187 -31.6187 -3.10436 
2.16189 -0.209809 -1.63538 -0.308689 
0.299229 0.193592 0.862612 -0.0127143 
-0.376585 -1.58758 16.7727 -0.726533 
-7.95159 -5.03789 -0.375856 0.0431207 
0.174926 -0.572531 -3.40747 -1.56035 
-0.770976 2.64512 3.28564 0.704019 
-0.567221 0.281477 -0.218823 -1.3295 
-0.0560197 0.888533 -0.340629 -2.5257 
-3.82277 -0.983766 0.56996 -0.973699 
-7.19499 4.69439 0.531235 0.0198065 
2.51193 2.43102 -0.304624 3.26887 
0.118878 1.5275 0.171145 -0.594009 
1.84051 -5.3952 -0.518011 2.25495 
-0.342546 -46.8157 0.080717 0.687184 
-2.84416 3.00892 5.32203 2.30235 
0.433556 -8.12405 1.10634 -15.2006 
-2.59033 -1.40101 3.44322 1.19903 
-3.04499 -8.274 -0.00874245 0.860346 
1.20207 0.247454 -8.87537 2.56623 
-0.664667 0.117434 -0.89626 0.411984 
0.0162633 -0.152986 0.354824 3.16702 
1.0098 3.10699 -2.37012 -2.9465 
-0.312106 3.83187 -0.0998819 1.20215 
-0.937733 0.113917 -1.07362 -2.81786 
-0.108277 1.79987 -0.823889 0.900761 
-0.738529 0.251587 -0.377791 0.0139883 
0.518904 2.08354 -0.491637 5.4014 
-1.86927 19.7046 1.12662 6.55968 
-4.77488 -0.107223 -0.710286 0.107279 
0.94951 1.0199 0.86774 -2.18968 
-2.27896 -0.609808 2.20702 1.44502 
-1.5003 1.54138 1.20154 0.608996 
4.27795 1.15071 0.814797 0.409402 
-0.539447 -0.0902808 -2.67849 -0.736663 
-1.98963 -0.308083 -0.737431 1.72534 
0.215681 1.25195 -1.73898 -0.0904332 
8.99954 0.343323 1.03501 -0.0690644 
0.0213228 0.903526 0.841373 -1.21008 
-1.04442 0.233983 1.03723 0.725425 
-1.69317 -0.673105 31.3788 1.03563 
-1.55701 -5.75521 -0.341892 0.193239 
-1.15993 -1.9034 0.316802 -0.931836 
0.392176 -0.433747 -0.308404 -6.17838 
-0.253816 1.10367 1.54595 -1.82872 
0.889563 -3.19352 -0.0349851 0.114833 
0.836577 -0.240551 1.08421 0.696582 
-1.1495 -0.0617456 -12.3942 -5.05827 
-0.657433 -6.68556 -1.50041 -1.21456 
-2.96549 0.204092 -0.486976 -1.74376 
1.81346 0.92148 0.757257 -2.22067 
-0.800318 0.681385 1.03544 -0.870954 
0.187266 -0.594215 0.496493 -1.64787 
0.726025 8.54275 -1.73954 1.02076 
1.47588 3.8159 0.803507 0.183994 
2.51711 -0.647068 1.98403 0.787576 
4.01943 -2.16971 7.14993 -1.59912 
0.395476 0.204331 -2.07177 0.432127 
5.35512 -72.07 -0.719814 5.82706 
0.535252 17.0321 -0.00924917 2.40295 
-7.3733 -7.13009 -2.91842 1.29597 
-1.40094 0.665104 9.17724 0.568072 
0.42662 0.950163 -0.101254 0.127953 
-1.10034 1.92609 1.81221 -0.788336 
5.20913 -1.00306 -0.75653 -1.99 
-61.641 -0.411838 0.543294 -0.0109298 
-0.86035 -20.4162 -0.451711 -0.675206 
-9.46435 -1.2626 5.53835 -1.80864 
2.33394 -246.539 17.5749 -0.924723 
0.535146 0.0868537 1.52346 1.43434 
-132.651 -3.08163 9.42384 -11.0487 
3.9658 -4.32488 0.315262 0.440065 
5.36728 -0.039736 -0.925796 -4.93605 
39.6762 1.02886 -0.182613 -0.132072 
2.59451 0.853078 0.789198 -0.326708 
11.1035 11.5089 4.65927 -0.0443356 
2.81263 2.49182 0.977496 -1.76024 
-3.76638 0.103489 1.55352 -0.971751 
-1.47451 1.48624 -0.315807 4.0869 
-0.244394 0.718921 0.869921 -0.611993 
-2.545 1.65187 -0.515151 -2.57968 
-9.84005 -0.16249 3.31414 3.10744 
-0.804982 -63.233 0.745799 1.91395 
0.234118 0.168649 6.96882 0.569918 
-0.508539 -9.98529 -0.121245 2.08991 
0.815902 1.85275 3.03494 0.451351 
-0.707447 -0.752982 24.9394 -2.53516 
