0.122649 0.518097 0.599754 0.489214 
0.593749 0.538296 0.612216 0.500599 
0.166787 0.501223 0.47258 0.518572 
0.310255 0.175717 0.423018 0.527502 
0.6077 0.743478 0.572522 0.542549 
0.0162102 0.441149 0.459218 0.428191 
0.695842 0.572311 0.34176 0.515077 
0.314714 0.580176 0.580391 0.52226 
0.852984 0.461375 0.479011 0.565231 
0.287594 0.288067 0.413865 0.455114 
0.294383 0.743158 0.508941 0.541093 
0.500778 0.78574 0.458025 0.503445 
0.62169 0.31469 0.499298 0.528825 
0.48411 0.743237 0.367077 0.478541 
0.0451686 0.372896 0.318786 0.497404 
0.976972 0.144455 0.545183 0.499221 
0.798015 0.186679 0.489399 0.49686 
0.787003 0.566025 0.419384 0.514346 
0.641635 0.359928 0.445297 0.513343 
0.47423 0.459834 0.429197 0.528511 
0.394572 0.630545 0.546776 0.533849 
0.0344867 0.394915 0.451396 0.564661 
0.325926 0.61531 0.462187 0.532675 
0.816438 0.687701 0.390065 0.497694 
0.0538717 0.585287 0.450625 0.472666 
0.431756 0.619221 0.489793 0.48913 
0.666088 0.713961 0.476867 0.506123 
0.452897 0.221524 0.432632 0.467467 
0.0306056 0.296039 0.476278 0.479413 
0.51075 0.235931 0.368782 0.462934 
0.084206 0.54694 0.311726 0.47215 
0.424993 0.23512 0.493004 0.489036 
0.86191 0.194885 0.553879 0.496552 
0.77149 0.455897 0.587204 0.495767 
0.478879 0.209265 0.530611 0.510062 
0.792532 0.470756 0.589637 0.462932 
0.342632 0.538341 0.565779 0.518452 
0.141838 0.57889 0.553557 0.488801 
0.202251 0.27786 0.592255 0.495612 
0.825993 0.834041 0.513269 0.465492 
0.230721 0.406649 0.515159 0.48827 
0.83939 0.499966 0.375807 0.479705 
0.434746 0.161127 0.407212 0.525053 
0.0718433 0.48181 0.48784 0.494619 
0.242073 0.626718 0.522839 0.513201 
0.941048 0.776926 0.607736 0.525245 
0.49927 0.745349 0.634553 0.507079 
0.0179581 0.495711 0.448435 0.512742 
0.500842 0.976344 0.505167 0.52114 
0.152204 0.554504 0.564386 0.510376 
0.689315 0.346329 0.645614 0.534254 
0.7301 0.390509 0.471296 0.463257 
0.555736 0.666129 0.251053 0.492771 
0.26397 0.817135 0.458748 0.443156 
0.0392586 0.532578 0.583268 0.509531 
0.109734 0.717642 0.49189 0.577007 
0.439033 0.393778 0.460691 0.478485 
0.595567 0.377875 0.320715 0.554873 
0.395993 0.0665247 0.348022 0.505179 
0.855691 0.434284 0.533962 0.46485 
0.83578 0.352003 0.555041 0.481452 
0.497973 0.592974 0.50548 0.540607 
0.883566 0.672914 0.650606 0.529036 
0.721264 0.496533 0.557317 0.516021 
0.26733 0.387556 0.44877 0.51111 
0.558725 0.844036 0.587403 0.490536 
0.0799784 0.561312 0.50094 0.5074 
0.0741868 0.720354 0.463878 0.441975 
0.0162805 0.808877 0.547842 0.482302 
0.467061 0.614301 0.409944 0.517871 
0.109906 0.387744 0.38451 0.508221 
0.326064 0.691029 0.567103 0.501774 
0.287937 0.689801 0.346384 0.573898 
0.200296 0.701537 0.602967 0.493845 
0.529686 0.236475 0.55047 0.508436 
0.642661 0.684007 0.353369 0.444987 
0.49448 0.795748 0.428527 0.528897 
0.0597243 0.394176 0.503584 0.489876 
0.941034 0.647076 0.655287 0.513524 
0.0259266 0.41779 0.507101 0.526526 
0.458402 0.15811 0.414772 0.500407 
0.556813 0.363732 0.581138 0.475346 
0.286063 0.426738 0.437765 0.516425 
0.827718 0.160701 0.433527 0.477011 
0.376873 0.34611 0.526724 0.55136 
0.823737 0.107042 0.463966 0.497654 
0.785253 0.508623 0.424751 0.47024 
0.875368 0.36355 0.530608 0.532189 
0.40236 0.449701 0.588928 0.490121 
0.348348 0.455648 0.425621 0.487716 
0.488066 0.791305 0.473167 0.480208 
0.427886 0.132395 0.409243 0.512765 
0.229928 0.820843 0.464675 0.541107 
0.820694 0.343347 0.479298 0.545136 
0.887439 0.382459 0.447136 0.483857 
0.312739 0.470087 0.54994 0.546751 
0.909489 0.665357 0.569204 0.523781 
0.790604 0.510954 0.456751 0.506378 
0.447742 0.444364 0.525221 0.494486 
0.896732 0.220264 0.463974 0.502311 
0.712328 0.387252 0.36633 0.491996 
0.894404 0.39116 0.454961 0.527549 
0.123227 0.184742 0.561176 0.575754 
0.506917 0.39822 0.584413 0.470045 
0.9842 0.728405 0.493365 0.518018 
0.490454 0.755429 0.400704 0.559451 
0.881154 0.551623 0.523445 0.479747 
0.931274 0.38265 0.471461 0.506934 
0.940234 0.597719 0.546913 0.55387 
0.681062 0.455785 0.52795 0.532461 
0.240497 0.285419 0.567901 0.505834 
0.492924 0.501199 0.439015 0.444705 
0.945917 0.73668 0.483854 0.501293 
0.58195 0.831292 0.541138 0.496141 
0.211564 0.377872 0.421323 0.483681 
0.610937 0.538844 0.494509 0.555449 
0.349181 0.526589 0.445282 0.487744 
0.175502 0.583854 0.341817 0.454401 
0.561287 0.72123 0.348876 0.534203 
0.846778 0.737025 0.46855 0.476814 
0.964683 0.12301 0.606416 0.518897 
0.65244 0.609747 0.457362 0.490042 
0.789077 0.149457 0.538724 0.502836 
0.20554 0.475985 0.468997 0.495331 
0.16583 0.834054 0.415319 0.530198 
0.466593 0.288847 0.496474 0.528807 
0.803734 0.336716 0.56473 0.468553 
0.339333 0.523511 0.437464 0.504267 
0.734176 0.682471 0.542651 0.485606 
0.713482 0.40704 0.472354 0.506143 
0.236134 0.0994727 0.500551 0.490313 
0.616472 0.408105 0.464154 0.474132 
0.389901 0.160981 0.571494 0.507789 
0.366236 0.480459 0.523884 0.540895 
0.267643 0.33237 0.58402 0.503415 
0.510822 0.489074 0.616065 0.479542 
0.740089 0.372292 0.570456 0.5303 
0.488848 0.462306 0.408153 0.497695 
0.431016 0.692364 0.511089 0.527302 
0.0734496 0.443047 0.478212 0.532788 
0.411229 0.418762 0.687648 0.460584 
0.080195 0.78069 0.552424 0.539912 
0.148749 0.140459 0.5276 0.461991 
0.422266 0.396474 0.559296 0.527092 
0.775161 0.262944 0.462749 0.487686 
0.621948 0.453453 0.495381 0.501425 
0.88174 0.778559 0.351212 0.51332 
0.179913 0.474727 0.571413 0.513469 
0.0489918 0.323429 0.57695 0.487217 
0.805354 0.665033 0.30939 0.499035 
0.205741 0.615456 0.473829 0.480812 
0.966867 0.715963 0.394696 0.454233 
0.983053 0.116613 0.456237 0.518021 
0.0476352 0.120296 0.407877 0.496933 
0.420446 0.308646 0.55821 0.512025 
0.683361 0.154894 0.556407 0.490741 
0.899766 0.433434 0.434892 0.47213 
0.186808 0.597555 0.572873 0.526075 
0.400586 0.717425 0.455124 0.521981 
0.0639578 0.898471 0.401665 0.457942 
0.781564 0.291916 0.408431 0.476527 
0.72839 0.232127 0.29261 0.528451 
0.263642 0.740514 0.445698 0.526512 
0.442602 0.110306 0.458972 0.5059 
0.418177 0.485653 0.50608 0.518941 
0.92953 0.434187 0.320907 0.51994 
0.466686 0.683112 0.48649 0.527314 
0.81003 0.848736 0.394588 0.478603 
0.521599 0.521352 0.552502 0.539956 
0.222474 0.679864 0.439309 0.514487 
0.53638 0.401794 0.443718 0.520053 
0.972106 0.457909 0.730014 0.55043 
0.12852 0.484324 0.539507 0.492188 
0.533174 0.348974 0.437553 0.46269 
0.630884 0.620896 0.501847 0.513202 
0.225816 0.422461 0.427875 0.445328 
0.681609 0.580674 0.475963 0.50855 
0.131729 0.890907 0.383415 0.523217 
0.348685 0.823824 0.486766 0.515224 
0.664357 0.432376 0.432728 0.495631 
0.777842 0.782781 0.42587 0.542948 
0.104918 0.393512 0.422262 0.556837 
0.924303 0.532173 0.534116 0.484571 
0.615358 0.470807 0.421425 0.546068 
0.778124 0.466987 0.290609 0.517439 
0.369256 0.557788 0.560211 0.538843 
0.440286 0.442289 0.350182 0.526456 
0.324289 0.577028 0.446804 0.531554 
0.0905756 0.308021 0.564435 0.542123 
0.50406 0.530273 0.41062 0.52241 
0.663517 0.453124 0.460161 0.510815 
0.74245 0.529778 0.460485 0.49932 
0.991324 0.425054 0.727512 0.532268 
0.392313 0.33967 0.527198 0.54646 
0.274939 0.56359 0.532972 0.548023 
0.995618 0.460931 0.724514 0.529478 
0.0719303 0.613276 0.585824 0.498485 
0.683433 0.585993 0.551251 0.56812 
0.767511 0.227268 0.341899 0.516157 
0.0317805 0.201225 0.454365 0.492849 
0.760495 0.508954 0.682287 0.499658 
0.0633264 0.738725 0.445995 0.510336 
0.268365 0.124872 0.407779 0.501541 
0.217053 0.771645 0.40148 0.498263 
0.531853 0.603925 0.461038 0.46682 
0.0164955 0.55174 0.495417 0.505826 
0.597381 0.36056 0.429966 0.461365 
0.816573 0.596461 0.543911 0.528412 
0.297519 0.838859 0.552275 0.513869 
0.631993 0.271383 0.564271 0.482846 
0.574048 0.5296 0.506388 0.504086 
0.817105 0.394819 0.507907 0.485978 
0.663486 0.567247 0.455903 0.50481 
0.635333 0.511785 0.442541 0.487352 
0.96471 0.477229 0.456562 0.453339 
0.281466 0.412662 0.42814 0.510074 
0.0974684 0.310405 0.448652 0.486807 
