1 0.501438 0 0.0835406 0 86.63
2 0.500841 0.000596754 0.0835041 3.65348e-05 93.538
3 0.501149 0.000462409 0.0836178 0.000115705 94.648
4 0.50089 0.000417136 0.0834464 0.00018994 104.97
5 0.5006 0.000434645 0.0834033 0.000153298 94.414
6 0.500454 0.000383628 0.0833938 0.000125533 125.64
7 0.500281 0.00036724 0.0833965 0.00010613 90.058
8 0.500256 0.000319015 0.083389 9.22184e-05 78.848
9 0.500059 0.000343785 0.0834106 8.41561e-05 105.828
10 0.500114 0.000312457 0.0834056 7.54369e-05 102.434
11 0.499991 0.000308342 0.0833972 6.87482e-05 104.318
12 0.499981 0.000281657 0.0834151 6.52431e-05 90.34
13 0.499849 0.000290741 0.0834125 6.00699e-05 97.476
14 0.49995 0.000287609 0.0834201 5.61368e-05 90.002
15 0.49992 0.000269488 0.0833946 5.81705e-05 101.692
16 0.499886 0.000254347 0.0833869 5.49559e-05 85.676
17 0.499823 0.000247202 0.0833877 5.16283e-05 118.218
18 0.499846 0.000234264 0.08338 4.92774e-05 93.328
19 0.499912 0.000231086 0.0833728 4.71596e-05 102.264
20 0.499899 0.000219589 0.0833525 4.91496e-05 78.958
21 0.499929 0.000211044 0.0833482 4.69426e-05 111.046
22 0.499986 0.000209151 0.08333 4.83352e-05 95.63
23 0.499989 0.000199868 0.0833259 4.63628e-05 124.244
24 0.499965 0.000192849 0.0833256 4.43902e-05 74.974
25 0.5 0.00018819 0.0833066 4.66439e-05 88.336
26 0.500015 0.000181411 0.0833043 4.48718e-05 80.406
27 0.499997 0.000175409 0.0832955 4.40641e-05 119.864
28 0.499941 0.000178116 0.083293 4.25353e-05 92.972
29 0.499956 0.000172468 0.083296 4.11524e-05 96.276
30 0.499978 0.000168148 0.0832927 3.98932e-05 87.202
31 0.499898 0.000181391 0.0832969 3.88116e-05 101.936
32 0.49989 0.000175806 0.0833049 3.84153e-05 107.762
33 0.499905 0.000171049 0.0833231 4.14424e-05 118.548
34 0.499932 0.000168168 0.0833274 4.04386e-05 100.148
35 0.499916 0.000164102 0.0833356 4.01205e-05 125.206
36 0.499903 0.000160044 0.083335 3.8996e-05 79.068
37 0.499911 0.000155866 0.0833416 3.85097e-05 98.298
38 0.499889 0.000153195 0.0833439 3.75508e-05 117.004
39 0.499887 0.000149227 0.0833377 3.71003e-05 89.312
40 0.499849 0.000150469 0.0833333 3.64213e-05 93.09
41 0.499841 0.000146942 0.0833342 3.55325e-05 106.992
42 0.499838 0.000143453 0.0833414 3.54167e-05 87.472
43 0.499812 0.000142404 0.0833406 3.45933e-05 96.428
