Path:
0  20  18  16  26  7  10  32  13  21  24  8  12  4  11  28  30  29  27  33  1  14  17  22  2  15  31  23  6  9  19  3  25  5  
0  27  20  28  21  33  26  16  23  14  2  22  6  4  11  3  17  19  15  13  10  18  24  25  5  7  1  8  31  29  32  9  12  30  
0  28  19  5  14  26  20  10  33  2  27  11  15  13  18  25  17  24  30  16  6  32  23  9  12  8  3  1  31  21  22  29  4  7  
0  26  16  2  15  19  29  5  14  28  24  6  12  20  21  8  7  32  3  1  4  17  31  30  13  27  23  18  33  22  25  11  9  10  
0  7  22  9  4  28  26  6  29  13  14  3  11  20  5  10  17  33  16  2  25  18  1  19  30  31  24  8  21  12  23  15  27  32  
0  23  8  18  33  26  4  7  24  6  25  9  10  20  5  16  14  15  1  17  13  30  27  11  3  31  32  29  22  28  12  21  19  2  
0  16  4  20  14  6  22  25  12  18  7  11  28  17  3  13  19  26  32  33  23  1  24  31  5  10  30  2  15  21  27  29  9  8  
0  4  2  9  28  32  11  19  25  23  5  24  10  31  20  22  6  13  16  21  3  30  26  33  1  12  8  27  15  18  17  29  14  7  
0  13  21  29  18  28  5  1  19  8  26  23  22  33  20  6  10  30  25  7  9  31  12  2  3  32  15  16  14  4  17  11  27  24  
0  25  12  30  18  7  32  15  31  13  23  10  24  19  16  3  6  8  11  5  22  2  14  1  21  17  27  20  29  9  4  28  33  26  
0  4  2  21  9  17  11  16  20  26  31  3  24  22  33  1  14  27  6  15  29  23  5  32  28  25  7  13  10  19  12  8  18  30  
0  28  3  6  19  5  10  17  8  23  29  32  7  18  26  22  31  4  21  1  11  27  33  15  20  12  24  9  30  14  16  13  25  2  
0  13  24  9  11  22  26  25  10  8  29  28  15  21  4  5  19  7  27  16  23  18  31  2  1  12  14  30  3  33  6  20  17  32  
0  7  5  9  31  1  3  20  22  8  11  27  30  17  23  19  2  6  32  24  16  25  21  13  10  12  14  4  28  26  15  33  18  29  
0  5  3  6  29  15  11  4  31  19  33  2  8  23  1  25  7  13  21  9  27  12  32  26  24  18  28  10  20  17  22  30  16  14  
0  33  24  14  7  2  23  31  4  3  25  28  32  20  21  15  1  9  22  10  6  18  29  5  17  12  26  13  11  16  19  30  27  8  
0  28  21  1  11  9  15  5  2  13  32  10  30  33  16  19  18  31  27  7  25  24  22  23  17  26  12  29  8  20  14  4  6  3  
0  19  27  5  7  1  12  15  18  8  23  6  14  32  13  10  22  20  31  11  2  16  9  28  29  4  26  33  24  25  3  21  30  17  
0  33  13  10  14  3  2  7  9  26  27  20  21  6  29  25  19  5  31  1  32  18  15  17  11  28  4  8  22  23  12  24  16  30  
0  27  23  21  32  16  2  19  33  12  10  7  29  18  11  22  24  8  14  5  26  1  31  6  20  4  3  28  9  30  25  17  13  15  
0  11  8  12  9  5  1  10  6  15  19  23  3  25  18  26  29  28  22  20  2  31  32  30  21  4  14  16  33  17  7  24  27  13  
0  11  2  26  20  33  12  6  16  13  8  30  7  27  32  24  31  21  1  5  14  15  9  18  17  23  22  4  28  3  19  29  10  25  
0  1  2  26  11  28  7  9  6  20  32  17  23  8  4  13  15  16  3  5  33  21  10  27  14  31  29  30  25  18  19  24  22  12  
0  25  22  27  30  24  20  23  11  10  9  18  3  19  21  4  17  8  13  26  32  16  14  28  5  2  12  31  7  33  1  29  6  15  
0  32  26  15  30  14  1  9  6  24  12  11  3  25  18  8  31  20  16  4  23  19  17  7  22  29  10  21  27  13  28  5  33  2  
0  5  15  13  33  14  1  9  16  12  27  26  7  30  18  8  10  17  6  28  2  19  24  32  31  3  29  23  25  11  20  22  4  21  
0  24  13  18  27  33  5  3  11  31  26  14  23  21  20  32  9  30  12  17  28  25  19  10  29  4  7  8  6  16  2  1  22  15  
0  4  15  7  27  9  22  20  21  25  19  23  17  1  24  13  30  16  29  31  3  28  32  8  14  11  2  12  6  5  26  33  10  18  
0  26  14  18  25  1  29  4  33  6  7  13  21  9  12  2  3  31  27  24  28  19  17  32  10  22  30  8  5  16  15  11  20  23  
0  20  24  33  3  6  4  14  31  5  11  18  22  17  7  29  25  19  15  10  23  16  2  12  9  30  27  28  21  13  32  8  26  1  
0  6  5  23  28  9  27  26  30  1  7  17  13  31  25  11  8  3  20  16  21  12  14  19  22  29  10  24  32  4  18  33  15  2  
0  11  3  21  33  19  24  9  5  23  4  29  14  2  8  26  1  10  6  12  27  18  15  7  31  28  25  32  13  30  20  16  22  17  
0  31  22  33  24  5  2  16  20  23  27  7  32  14  26  11  19  18  21  17  8  25  4  13  28  29  30  1  10  9  6  12  3  15  
0  7  12  2  22  9  4  5  25  30  26  17  11  31  18  33  13  1  32  15  14  20  24  10  29  8  16  23  6  21  19  27  28  3  
0  5  19  26  2  24  28  7  1  9  18  29  6  3  12  10  21  33  22  4  30  16  23  8  25  17  15  13  32  27  20  14  11  31  
